,price,highway-mpg,city-mpg,peak-rpm,horsepower,compression-ratio,stroke,bore,engine-size,num-of-cylinders,curb-weight,height,width,length,wheel-base,num-of-doors,normalized-losses,engine_efficiency,combined_mpg,engine_size_squared,horsepower_ordinal,engine_cylinders_interaction,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,engine-location_front,engine-location_rear,drive-wheels_4wd,drive-wheels_fwd,drive-wheels_rwd,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,aspiration_std,aspiration_turbo,fuel-type_diesel,fuel-type_gas,make_alfa-romero,make_audi,make_bmw,make_chevrolet,make_dodge,make_honda,make_isuzu,make_jaguar,make_mazda,make_mercedes-benz,make_mercury,make_mitsubishi,make_nissan,make_peugot,make_plymouth,make_porsche,make_renault,make_saab,make_subaru,make_toyota,make_volkswagen,make_volvo
147,10198.0,31,25,5200.0,94.0,9.0,2.64,3.62,108,4,2455,53.0,65.4,173.5,97.0,4.0,89.0,0.8703703703703703,28.599999999999998,11664,1,432,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
148,8013.0,29,23,4800.0,82.0,9.0,2.64,3.62,108,4,2420,54.9,65.4,173.6,96.9,4.0,85.0,0.7592592592592593,26.6,11664,1,432,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
149,11694.0,23,23,4800.0,111.0,7.7,2.64,3.62,108,4,2650,54.9,65.4,173.6,96.9,4.0,85.0,1.0277777777777777,23.0,11664,2,432,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
150,5348.0,39,35,4800.0,62.0,9.0,3.03,3.05,92,4,1985,54.5,63.6,158.7,95.7,2.0,87.0,0.6739130434782609,37.4,8464,1,368,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
151,6338.0,38,31,4800.0,62.0,9.0,3.03,3.05,92,4,2040,54.5,63.6,158.7,95.7,2.0,87.0,0.6739130434782609,35.2,8464,1,368,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
152,6488.0,38,31,4800.0,62.0,9.0,3.03,3.05,92,4,2015,54.5,63.6,158.7,95.7,4.0,74.0,0.6739130434782609,35.2,8464,1,368,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
153,6918.0,37,31,4800.0,62.0,9.0,3.03,3.05,92,4,2280,59.1,63.6,169.7,95.7,4.0,77.0,0.6739130434782609,34.6,8464,1,368,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
154,7898.0,32,27,4800.0,62.0,9.0,3.03,3.05,92,4,2290,59.1,63.6,169.7,95.7,4.0,81.0,0.6739130434782609,30.0,8464,1,368,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
155,8778.0,32,27,4800.0,62.0,9.0,3.03,3.05,92,4,3110,59.1,63.6,169.7,95.7,4.0,91.0,0.6739130434782609,30.0,8464,1,368,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
156,6938.0,37,30,4800.0,70.0,9.0,3.03,3.19,98,4,2081,53.0,64.4,166.3,95.7,4.0,91.0,0.7142857142857143,34.2,9604,1,392,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
157,7198.0,37,30,4800.0,70.0,9.0,3.03,3.19,98,4,2109,52.8,64.4,166.3,95.7,4.0,91.0,0.7142857142857143,34.2,9604,1,392,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
158,7898.0,36,34,4500.0,56.0,22.5,3.35,3.27,110,4,2275,53.0,64.4,166.3,95.7,4.0,91.0,0.509090909090909,35.2,12100,1,440,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
159,7788.0,47,38,4500.0,56.0,22.5,3.35,3.27,110,4,2275,52.8,64.4,166.3,95.7,4.0,91.0,0.509090909090909,43.4,12100,1,440,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
160,7738.0,47,38,4800.0,70.0,9.0,3.03,3.19,98,4,2094,53.0,64.4,166.3,95.7,4.0,91.0,0.7142857142857143,43.4,9604,1,392,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
161,8358.0,34,28,4800.0,70.0,9.0,3.03,3.19,98,4,2122,52.8,64.4,166.3,95.7,4.0,91.0,0.7142857142857143,31.6,9604,1,392,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
162,9258.0,34,28,4800.0,70.0,9.0,3.03,3.19,98,4,2140,52.8,64.4,166.3,95.7,4.0,91.0,0.7142857142857143,31.6,9604,1,392,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
163,8058.0,34,29,4800.0,70.0,9.0,3.03,3.19,98,4,2169,52.6,64.0,168.7,94.5,2.0,168.0,0.7142857142857143,32.0,9604,1,392,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
164,8238.0,34,29,4800.0,70.0,9.0,3.03,3.19,98,4,2204,52.6,64.0,168.7,94.5,2.0,168.0,0.7142857142857143,32.0,9604,1,392,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
165,9298.0,29,26,6600.0,112.0,9.4,3.08,3.24,98,4,2265,52.6,64.0,168.7,94.5,2.0,168.0,1.1428571428571428,27.799999999999997,9604,2,392,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
166,9538.0,29,26,6600.0,112.0,9.4,3.08,3.24,98,4,2300,52.6,64.0,168.7,94.5,2.0,168.0,1.1428571428571428,27.799999999999997,9604,2,392,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
167,8449.0,30,24,4800.0,116.0,9.3,3.5,3.62,146,4,2540,52.0,65.6,176.2,98.4,2.0,134.0,0.7945205479452054,27.6,21316,2,584,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
168,9639.0,30,24,4800.0,116.0,9.3,3.5,3.62,146,4,2536,52.0,65.6,176.2,98.4,2.0,134.0,0.7945205479452054,27.6,21316,2,584,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
169,9989.0,30,24,4800.0,116.0,9.3,3.5,3.62,146,4,2551,52.0,65.6,176.2,98.4,2.0,134.0,0.7945205479452054,27.6,21316,2,584,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
170,11199.0,30,24,4800.0,116.0,9.3,3.5,3.62,146,4,2679,52.0,65.6,176.2,98.4,2.0,134.0,0.7945205479452054,27.6,21316,2,584,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
171,11549.0,30,24,4800.0,116.0,9.3,3.5,3.62,146,4,2714,52.0,65.6,176.2,98.4,2.0,134.0,0.7945205479452054,27.6,21316,2,584,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
172,17669.0,30,24,4800.0,116.0,9.3,3.5,3.62,146,4,2975,53.0,65.6,176.2,98.4,2.0,134.0,0.7945205479452054,27.6,21316,2,584,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
173,8948.0,34,29,4200.0,92.0,8.7,3.54,3.31,122,4,2326,54.9,66.5,175.6,102.4,4.0,65.0,0.7540983606557377,32.0,14884,1,488,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
174,10698.0,33,30,4500.0,73.0,22.5,3.35,3.27,110,4,2480,54.9,66.5,175.6,102.4,4.0,65.0,0.6636363636363637,31.8,12100,1,440,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
175,9988.0,32,27,4200.0,92.0,8.7,3.54,3.31,122,4,2414,53.9,66.5,175.6,102.4,4.0,65.0,0.7540983606557377,30.0,14884,1,488,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
176,10898.0,32,27,4200.0,92.0,8.7,3.54,3.31,122,4,2414,54.9,66.5,175.6,102.4,4.0,65.0,0.7540983606557377,30.0,14884,1,488,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
177,11248.0,32,27,4200.0,92.0,8.7,3.54,3.31,122,4,2458,53.9,66.5,175.6,102.4,4.0,65.0,0.7540983606557377,30.0,14884,1,488,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
178,16558.0,24,20,5200.0,161.0,9.3,3.35,3.27,171,6,2976,52.0,67.7,183.5,102.9,2.0,197.0,0.9415204678362573,22.4,29241,2,1026,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
179,15998.0,24,19,5200.0,161.0,9.3,3.35,3.27,171,6,3016,52.0,67.7,183.5,102.9,2.0,197.0,0.9415204678362573,22.0,29241,2,1026,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
180,15690.0,24,20,5200.0,156.0,9.2,3.35,3.27,171,6,3131,54.1,66.5,187.8,104.5,4.0,90.0,0.9122807017543859,22.4,29241,2,1026,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
181,15750.0,24,19,5200.0,156.0,9.2,3.35,3.27,161,6,3151,54.1,66.5,187.8,104.5,4.0,115.0,0.968944099378882,22.0,25921,2,966,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
182,7775.0,46,37,4800.0,52.0,23.0,3.4,3.01,97,4,2261,55.7,65.5,171.7,97.3,2.0,122.0,0.5360824742268041,42.4,9409,1,388,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
183,7975.0,34,27,5250.0,85.0,9.0,3.4,3.19,109,4,2209,55.7,65.5,171.7,97.3,2.0,122.0,0.7798165137614679,31.2,11881,1,436,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
184,7995.0,46,37,4800.0,52.0,23.0,3.4,3.01,97,4,2264,55.7,65.5,171.7,97.3,4.0,94.0,0.5360824742268041,42.4,9409,1,388,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
185,8195.0,34,27,5250.0,85.0,9.0,3.4,3.19,109,4,2212,55.7,65.5,171.7,97.3,4.0,94.0,0.7798165137614679,31.2,11881,1,436,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
186,8495.0,34,27,5250.0,85.0,9.0,3.4,3.19,109,4,2275,55.7,65.5,171.7,97.3,4.0,94.0,0.7798165137614679,31.2,11881,1,436,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
187,9495.0,42,37,4500.0,68.0,23.0,3.4,3.01,97,4,2319,55.7,65.5,171.7,97.3,4.0,94.0,0.7010309278350515,40.0,9409,1,388,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
188,9995.0,32,26,5500.0,100.0,10.0,3.4,3.19,109,4,2300,55.7,65.5,171.7,97.3,4.0,94.0,0.9174311926605505,29.6,11881,1,436,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
189,11595.0,29,24,5500.0,90.0,8.5,3.4,3.19,109,4,2254,55.6,64.2,159.3,94.5,2.0,115.0,0.8256880733944955,27.0,11881,1,436,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
190,9980.0,29,24,5500.0,90.0,8.5,3.4,3.19,109,4,2221,51.4,64.0,165.7,94.5,2.0,256.0,0.8256880733944955,27.0,11881,1,436,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
191,13295.0,24,19,5500.0,110.0,8.5,3.4,3.19,136,5,2661,55.1,66.9,180.2,100.4,4.0,115.0,0.8088235294117647,22.0,18496,2,680,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
192,13845.0,38,33,4500.0,68.0,23.0,3.4,3.01,97,4,2579,55.1,66.9,180.2,100.4,4.0,115.0,0.7010309278350515,36.0,9409,1,388,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
193,12290.0,31,25,5500.0,88.0,9.0,3.4,3.19,109,4,2563,55.1,66.9,183.1,100.4,4.0,115.0,0.8073394495412844,28.599999999999998,11881,1,436,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
194,12940.0,28,23,5400.0,114.0,9.5,3.15,3.78,141,4,2912,56.2,67.2,188.8,104.3,4.0,103.0,0.8085106382978723,26.0,19881,2,564,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
195,13415.0,28,23,5400.0,114.0,9.5,3.15,3.78,141,4,3034,57.5,67.2,188.8,104.3,4.0,74.0,0.8085106382978723,26.0,19881,2,564,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
196,15985.0,28,24,5400.0,114.0,9.5,3.15,3.78,141,4,2935,56.2,67.2,188.8,104.3,4.0,103.0,0.8085106382978723,26.400000000000002,19881,2,564,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
197,16515.0,28,24,5400.0,114.0,9.5,3.15,3.78,141,4,3042,57.5,67.2,188.8,104.3,4.0,74.0,0.8085106382978723,26.400000000000002,19881,2,564,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
198,18420.0,22,17,5100.0,162.0,7.5,3.15,3.62,130,4,3045,56.2,67.2,188.8,104.3,4.0,103.0,1.2461538461538462,20.0,16900,2,520,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
199,18950.0,22,17,5100.0,162.0,7.5,3.15,3.62,130,4,3157,57.5,67.2,188.8,104.3,4.0,74.0,1.2461538461538462,20.0,16900,2,520,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
200,16845.0,28,23,5400.0,114.0,9.5,3.15,3.78,141,4,2952,55.5,68.9,188.8,109.1,4.0,95.0,0.8085106382978723,26.0,19881,2,564,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
201,19045.0,25,19,5300.0,160.0,8.7,3.15,3.78,141,4,3049,55.5,68.8,188.8,109.1,4.0,95.0,1.1347517730496455,22.6,19881,2,564,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
202,21485.0,23,18,5500.0,134.0,8.8,2.87,3.58,173,6,3012,55.5,68.9,188.8,109.1,4.0,95.0,0.7745664739884393,21.0,29929,2,1038,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
203,22470.0,27,26,4800.0,106.0,23.0,3.4,3.01,145,6,3217,55.5,68.9,188.8,109.1,4.0,95.0,0.7310344827586207,26.6,21025,2,870,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
204,22625.0,25,19,5400.0,114.0,9.5,3.15,3.78,141,4,3062,55.5,68.9,188.8,109.1,4.0,95.0,0.8085106382978723,22.6,19881,2,564,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
